iso,year,pop
CYP,1989,751047.0
CYP,1990,766615.0
CYP,1991,783124.0
CYP,1992,800611.0
CYP,1993,818746.0
CYP,1994,837110.0
CYP,1995,855383.0
CYP,1996,873423.0
CYP,1997,891190.0
CYP,1998,908702.0
CYP,1999,926046.0
CYP,2000,943290.0
CYP,2001,960276.0
CYP,2002,976964.0
CYP,2003,993563.0
CYP,2004,1010408.0
CYP,2005,1027662.0
CYP,2006,1045507.0
CYP,2007,1063713.0
CYP,2008,1081563.0
CYP,2009,1098083.0
CYP,2010,1112612.0
CYP,2011,1124833.0
CYP,2012,1135046.0
CYP,2013,1143866.0
CYP,2014,1152285.0
CYP,2015,1160985.0
CYP,2016,1170187.0
CYP,2017,1179680.0
CYP,2018,1189265.0
CZE,1960,9602006.0
CZE,1961,9586651.0
CZE,1962,9624660.0
CZE,1963,9670685.0
CZE,1964,9727804.0
CZE,1965,9779358.0
CZE,1966,9821040.0
CZE,1967,9852899.0
CZE,1968,9876346.0
CZE,1969,9896580.0
CZE,1970,9858071.0
CZE,1971,9826815.0
CZE,1972,9867632.0
CZE,1973,9922266.0
CZE,1974,9988459.0
CZE,1975,10058620.0
CZE,1976,10125939.0
CZE,1977,10186755.0
CZE,1978,10242098.0
CZE,1979,10292341.0
CZE,1980,10304193.0
CZE,1981,10300591.0
CZE,1982,10314826.0
CZE,1983,10323856.0
CZE,1984,10330213.0
CZE,1985,10337118.0
CZE,1986,10342227.0
CZE,1987,10347318.0
CZE,1988,10355276.0
CZE,1989,10361068.0
CZE,1990,10333355.0
CZE,1991,10308578.0
CZE,1992,10319123.0
CZE,1993,10329855.0
CZE,1994,10333587.0
CZE,1995,10327253.0
CZE,1996,10315241.0
CZE,1997,10304131.0
CZE,1998,10294373.0
CZE,1999,10283860.0
CZE,2000,10255063.0
CZE,2001,10216605.0
CZE,2002,10196916.0
CZE,2003,10193998.0
CZE,2004,10197101.0
CZE,2005,10211216.0
CZE,2006,10238905.0
CZE,2007,10298828.0
CZE,2008,10384603.0
CZE,2009,10443936.0
CZE,2010,10474410.0
CZE,2011,10496088.0
CZE,2012,10510785.0
CZE,2013,10514272.0
CZE,2014,10525347.0
CZE,2015,10546059.0
CZE,2016,10566332.0
CZE,2017,10594438.0
CZE,2018,10629928.0
DEU,1960,72814900.0
DEU,1961,73377632.0
DEU,1962,74025784.0
DEU,1963,74714353.0
DEU,1964,75318337.0
DEU,1965,75963695.0
DEU,1966,76600311.0
DEU,1967,76951336.0
DEU,1968,77294314.0
DEU,1969,77909682.0
DEU,1970,78169289.0
DEU,1971,78312842.0
DEU,1972,78688452.0
DEU,1973,78936666.0
DEU,1974,78967433.0
DEU,1975,78673554.0
DEU,1976,78336950.0
DEU,1977,78159814.0
DEU,1978,78091820.0
DEU,1979,78126350.0
DEU,1980,78288576.0
DEU,1981,78407907.0
DEU,1982,78333366.0
DEU,1983,78128282.0
DEU,1984,77858685.0
DEU,1985,77684873.0
DEU,1986,77720436.0
DEU,1987,77839920.0
DEU,1988,78144619.0
DEU,1989,78751283.0
DEU,1990,79433029.0
DEU,1991,80013896.0
DEU,1992,80624598.0
DEU,1993,81156363.0
DEU,1994,81438348.0
DEU,1995,81678051.0
DEU,1996,81914831.0
DEU,1997,82034771.0
DEU,1998,82047195.0
DEU,1999,82100243.0
DEU,2000,82211508.0
DEU,2001,82349925.0
DEU,2002,82488495.0
DEU,2003,82534176.0
DEU,2004,82516260.0
DEU,2005,82469422.0
DEU,2006,82376451.0
DEU,2007,82266372.0
DEU,2008,82110097.0
DEU,2009,81902307.0
DEU,2010,81776930.0
DEU,2011,80274983.0
DEU,2012,80425823.0
DEU,2013,80645605.0
DEU,2014,80982500.0
DEU,2015,81686611.0
DEU,2016,82348669.0
DEU,2017,82657002.0
DEU,2018,82905782.0
DJI,1960,83636.0
DJI,1961,88498.0
DJI,1962,94204.0
DJI,1963,100628.0
DJI,1964,107583.0
DJI,1965,114963.0
DJI,1966,122866.0
DJI,1967,131397.0
DJI,1968,140462.0
DJI,1969,149887.0
DJI,1970,159659.0
DJI,1971,169372.0
DJI,1972,179224.0
DJI,1973,190568.0
DJI,1974,205181.0
DJI,1975,224183.0
DJI,1976,248556.0
DJI,1977,277479.0
DJI,1978,308008.0
DJI,1979,336085.0
DJI,1980,358960.0
DJI,1981,374937.0
DJI,1982,385271.0
DJI,1983,393802.0
DJI,1984,406017.0
DJI,1985,425613.0
DJI,1986,454361.0
DJI,1987,490330.0
DJI,1988,528999.0
DJI,1989,563864.0
DJI,1990,590398.0
DJI,1991,606844.0
DJI,1992,615054.0
DJI,1993,618495.0
DJI,1994,622366.0
DJI,1995,630388.0
DJI,1996,643654.0
DJI,1997,660863.0
DJI,1998,680463.0
DJI,1999,699975.0
DJI,2000,717584.0
DJI,2001,733015.0
DJI,2002,746942.0
DJI,2003,759641.0
DJI,2004,771603.0
DJI,2005,783254.0
DJI,2006,794563.0
DJI,2007,805451.0
DJI,2008,816358.0
DJI,2009,827823.0
DJI,2010,840198.0
DJI,2011,853674.0
DJI,2012,868136.0
DJI,2013,883293.0
DJI,2014,898696.0
DJI,2015,913993.0
DJI,2016,929112.0
DJI,2017,944097.0
DJI,2018,958920.0
DMA,1960,60011.0
DMA,1961,61032.0
DMA,1962,61982.0
DMA,1963,62918.0
DMA,1964,63926.0
DMA,1965,65038.0
DMA,1966,66311.0
DMA,1967,67686.0
DMA,1968,69040.0
DMA,1969,70213.0
DMA,1970,71073.0
DMA,1971,71568.0
DMA,1972,71731.0
DMA,1973,71738.0
DMA,1974,71802.0
DMA,1975,72094.0
DMA,1976,72654.0
DMA,1977,73440.0
DMA,1978,74284.0
DMA,1979,74955.0
DMA,1980,75314.0
DMA,1981,75309.0
DMA,1982,75003.0
DMA,1983,74483.0
DMA,1984,73851.0
DMA,1985,73201.0
DMA,1986,72533.0
DMA,1987,71842.0
DMA,1988,71208.0
DMA,1989,70723.0
DMA,1990,70419.0
DMA,1991,70374.0
DMA,1992,70544.0
DMA,1993,70831.0
DMA,1994,71043.0
DMA,1995,71098.0
DMA,1996,70936.0
DMA,1997,70599.0
DMA,1998,70185.0
DMA,1999,69835.0
DMA,2000,69650.0
DMA,2001,69661.0
DMA,2002,69837.0
DMA,2003,70100.0
DMA,2004,70382.0
DMA,2005,70589.0
DMA,2006,70718.0
DMA,2007,70795.0
DMA,2008,70827.0
DMA,2009,70851.0
DMA,2010,70878.0
DMA,2011,70916.0
DMA,2012,70965.0
DMA,2013,71016.0
DMA,2014,71085.0
DMA,2015,71183.0
DMA,2016,71307.0
DMA,2017,71458.0
DMA,2018,71625.0
DNK,1960,4579603.0
DNK,1961,4611687.0
DNK,1962,4647727.0
DNK,1963,4684483.0
DNK,1964,4722072.0
DNK,1965,4759012.0
DNK,1966,4797381.0
DNK,1967,4835354.0
DNK,1968,4864883.0
DNK,1969,4891860.0
DNK,1970,4928757.0
DNK,1971,4963126.0
DNK,1972,4991596.0
DNK,1973,5021861.0
DNK,1974,5045297.0
DNK,1975,5059862.0
DNK,1976,5072596.0
DNK,1977,5088419.0
DNK,1978,5104248.0
DNK,1979,5116801.0
DNK,1980,5123027.0
DNK,1981,5121572.0
DNK,1982,5117810.0
DNK,1983,5114297.0
DNK,1984,5111619.0
DNK,1985,5113691.0
DNK,1986,5120534.0
DNK,1987,5127024.0
DNK,1988,5129516.0
DNK,1989,5132594.0
DNK,1990,5140939.0
DNK,1991,5154298.0
DNK,1992,5171370.0
DNK,1993,5188628.0
DNK,1994,5206180.0
DNK,1995,5233373.0
DNK,1996,5263074.0
DNK,1997,5284991.0
DNK,1998,5304219.0
DNK,1999,5321799.0
DNK,2000,5339616.0
DNK,2001,5358783.0
DNK,2002,5375931.0
DNK,2003,5390574.0
DNK,2004,5404523.0
DNK,2005,5419432.0
DNK,2006,5437272.0
DNK,2007,5461438.0
DNK,2008,5493621.0
DNK,2009,5523095.0
DNK,2010,5547683.0
DNK,2011,5570572.0
DNK,2012,5591572.0
DNK,2013,5614932.0
DNK,2014,5643475.0
DNK,2015,5683483.0
DNK,2016,5728010.0
DNK,2017,5764980.0
DNK,2018,5793636.0
DOM,1960,3294224.0
DOM,1961,3406280.0
DOM,1962,3521018.0
DOM,1963,3638109.0
DOM,1964,3757132.0
DOM,1965,3877765.0
DOM,1966,3999796.0
DOM,1967,4123092.0
DOM,1968,4247558.0
DOM,1969,4373124.0
DOM,1970,4499720.0
DOM,1971,4627210.0
DOM,1972,4755459.0
DOM,1973,4884461.0
DOM,1974,5014189.0
DOM,1975,5144637.0
DOM,1976,5275770.0
DOM,1977,5407500.0
DOM,1978,5539590.0
DOM,1979,5671797.0
DOM,1980,5803927.0
DOM,1981,5935909.0
DOM,1982,6067770.0
DOM,1983,6199661.0
DOM,1984,6331764.0
DOM,1985,6464229.0
DOM,1986,6596962.0
DOM,1987,6729933.0
DOM,1988,6863441.0
DOM,1989,6997888.0
DOM,1990,7133494.0
DOM,1991,7270409.0
DOM,1992,7408342.0
DOM,1993,7546463.0
DOM,1994,7683707.0
DOM,1995,7819247.0
DOM,1996,7952763.0
DOM,1997,8084407.0
DOM,1998,8214426.0
DOM,1999,8343283.0
DOM,2000,8471321.0
DOM,2001,8598601.0
DOM,2002,8724975.0
DOM,2003,8850317.0
DOM,2004,8974444.0
DOM,2005,9097257.0
DOM,2006,9218686.0
DOM,2007,9338861.0
DOM,2008,9458075.0
DOM,2009,9576737.0
DOM,2010,9695121.0
DOM,2011,9813210.0
DOM,2012,9930911.0
DOM,2013,10048224.0
DOM,2014,10165178.0
DOM,2015,10281680.0
DOM,2016,10397743.0
DOM,2017,10513131.0
DOM,2018,10627165.0
DZA,1960,11057863.0
DZA,1961,11336339.0
DZA,1962,11619828.0
DZA,1963,11912803.0
DZA,1964,12221675.0
DZA,1965,12550885.0
DZA,1966,12902627.0
DZA,1967,13275026.0
DZA,1968,13663583.0
DZA,1969,14061722.0
DZA,1970,14464985.0
DZA,1971,14872250.0
DZA,1972,15285990.0
DZA,1973,15709825.0
DZA,1974,16149025.0
DZA,1975,16607707.0
DZA,1976,17085801.0
DZA,1977,17582904.0
DZA,1978,18102266.0
DZA,1979,18647815.0
DZA,1980,19221665.0
DZA,1981,19824301.0
DZA,1982,20452902.0
DZA,1983,21101875.0
DZA,1984,21763575.0
DZA,1985,22431502.0
DZA,1986,23102389.0
DZA,1987,23774284.0
DZA,1988,24443467.0
DZA,1989,25106190.0
DZA,1990,25758869.0
DZA,1991,26400479.0
DZA,1992,27028326.0
DZA,1993,27635515.0
DZA,1994,28213774.0
DZA,1995,28757785.0
DZA,1996,29266405.0
DZA,1997,29742979.0
DZA,1998,30192754.0
DZA,1999,30623406.0
DZA,2000,31042235.0
DZA,2001,31451514.0
DZA,2002,31855109.0
DZA,2003,32264157.0
DZA,2004,32692163.0
DZA,2005,33149724.0
DZA,2006,33641002.0
DZA,2007,34166972.0
DZA,2008,34730608.0
DZA,2009,35333881.0
DZA,2010,35977455.0
DZA,2011,36661444.0
DZA,2012,37383887.0
DZA,2013,38140132.0
DZA,2014,38923687.0
DZA,2015,39728025.0
DZA,2016,40551404.0
DZA,2017,41389198.0
DZA,2018,42228429.0
EAP,1960,894880101.0
EAP,1961,894484115.0
EAP,1962,906418827.0
EAP,1963,929639988.0
EAP,1964,952499842.0
EAP,1965,976366448.0
EAP,1966,1003805626.0
EAP,1967,1030347262.0
EAP,1968,1057855221.0
EAP,1969,1087061065.0
EAP,1970,1117169518.0
EAP,1971,1147914103.0
EAP,1972,1176916274.0
EAP,1973,1204963130.0
EAP,1974,1231488459.0
EAP,1975,1255575508.0
EAP,1976,1277794190.0
EAP,1977,1298410796.0
EAP,1978,1318993009.0
EAP,1979,1339882617.0
EAP,1980,1360444852.0
EAP,1981,1381740161.0
EAP,1982,1405396789.0
EAP,1983,1429187408.0
EAP,1984,1451910036.0
EAP,1985,1475348519.0
EAP,1986,1500319170.0
EAP,1987,1526783271.0
EAP,1988,1553557307.0
EAP,1989,1579675516.0
EAP,1990,1605197175.0
EAP,1991,1629641399.0
EAP,1992,1652538259.0
EAP,1993,1674590518.0
EAP,1994,1696474639.0
EAP,1995,1717912312.0
EAP,1996,1738960485.0
EAP,1997,1759761226.0
EAP,1998,1779799008.0
EAP,1999,1798649990.0
EAP,2000,1816466142.0
EAP,2001,1833433229.0
EAP,2002,1849617640.0
EAP,2003,1865142700.0
EAP,2004,1880258797.0
EAP,2005,1895285323.0
EAP,2006,1909901290.0
EAP,2007,1924028068.0
EAP,2008,1938067140.0
EAP,2009,1952027348.0
EAP,2010,1965964309.0
EAP,2011,1980045666.0
EAP,2012,1994401378.0
EAP,2013,2008932012.0
EAP,2014,2023609315.0
EAP,2015,2038202511.0
EAP,2016,2053116851.0
EAP,2017,2068155660.0
EAP,2018,2081651801.0
EAR,1960,980085256.0
EAR,1961,1003279186.0
EAR,1962,1027290366.0
EAR,1963,1052059966.0
EAR,1964,1077621038.0
EAR,1965,1103954709.0
EAR,1966,1131050085.0
EAR,1967,1158974343.0
EAR,1968,1187602236.0
EAR,1969,1216984739.0
EAR,1970,1247114277.0
EAR,1971,1277990369.0
EAR,1972,1309615000.0
EAR,1973,1342025603.0
EAR,1974,1375099398.0
EAR,1975,1408837332.0
EAR,1976,1443191766.0
EAR,1977,1478222903.0
EAR,1978,1514191924.0
EAR,1979,1551478689.0
EAR,1980,1590290482.0
EAR,1981,1630688780.0
EAR,1982,1672527054.0
EAR,1983,1715519001.0
EAR,1984,1759236282.0
EAR,1985,1803388664.0
EAR,1986,1847860252.0
EAR,1987,1892643036.0
EAR,1988,1937555154.0
EAR,1989,1982404841.0
EAR,1990,2029207305.0
EAR,1991,2073777602.0
EAR,1992,2117950211.0
EAR,1993,2161909784.0
EAR,1994,2205893669.0
EAR,1995,2250115643.0
EAR,1996,2294686411.0
EAR,1997,2339478706.0
EAR,1998,2384215228.0
EAR,1999,2428682278.0
EAR,2000,2472913805.0
EAR,2001,2516715617.0
EAR,2002,2560162782.0
EAR,2003,2603385880.0
EAR,2004,2646598382.0
EAR,2005,2689939785.0
EAR,2006,2733462527.0
EAR,2007,2777145806.0
EAR,2008,2820903724.0
EAR,2009,2864614907.0
EAR,2010,2908287643.0
EAR,2011,2951856336.0
EAR,2012,2994852889.0
EAR,2013,3037662926.0
EAR,2014,3080325473.0
EAR,2015,3122841922.0
EAR,2016,3165142287.0
EAR,2017,3207188541.0
EAR,2018,3249140605.0
EAS,1960,1040958103.0
EAS,1961,1044544622.0
EAS,1962,1059018809.0
EAS,1963,1084796352.0
EAS,1964,1110214377.0
EAS,1965,1136691455.0
EAS,1966,1166600015.0
EAS,1967,1195269923.0
EAS,1968,1224531259.0
EAS,1969,1257454897.0
EAS,1970,1290384064.0
EAS,1971,1324084715.0
EAS,1972,1355934900.0
EAS,1973,1386188710.0
EAS,1974,1416257366.0
EAS,1975,1443359147.0
EAS,1976,1467569010.0
EAS,1977,1490449457.0
EAS,1978,1513227369.0
EAS,1979,1536434993.0
EAS,1980,1559194619.0
EAS,1981,1582789699.0
EAS,1982,1608678553.0
EAS,1983,1634539937.0
EAS,1984,1659131214.0
EAS,1985,1684294889.0
EAS,1986,1710989831.0
EAS,1987,1739071545.0
EAS,1988,1767429690.0
EAS,1989,1795159128.0
EAS,1990,1822193192.0
EAS,1991,1848222188.0
EAS,1992,1872480731.0
EAS,1993,1895897521.0
EAS,1994,1919359723.0
EAS,1995,1942431457.0
EAS,1996,1965146504.0
EAS,1997,1987315562.0
EAS,1998,2008705489.0
EAS,1999,2028650274.0
EAS,2000,2047640119.0
EAS,2001,2065912076.0
EAS,2002,2083186112.0
EAS,2003,2099602439.0
EAS,2004,2115458616.0
EAS,2005,2131146832.0
EAS,2006,2146744075.0
EAS,2007,2161785573.0
EAS,2008,2177119142.0
EAS,2009,2192059415.0
EAS,2010,2206884624.0
EAS,2011,2221673110.0
EAS,2012,2236819053.0
EAS,2013,2252046977.0
EAS,2014,2267482299.0
EAS,2015,2282855831.0
EAS,2016,2298514046.0
EAS,2017,2314202003.0
EAS,2018,2328220870.0
ECA,1960,275147578.0
ECA,1961,279443876.0
ECA,1962,283762877.0
ECA,1963,288099625.0
ECA,1964,292424434.0
ECA,1965,296682673.0
ECA,1966,300278116.0
ECA,1967,303940876.0
ECA,1968,307516657.0
ECA,1969,311023409.0
ECA,1970,314539976.0
ECA,1971,318052830.0
ECA,1972,321560922.0
ECA,1973,325046534.0
ECA,1974,328549115.0
ECA,1975,332071182.0
ECA,1976,335746714.0
ECA,1977,339361874.0
ECA,1978,342936802.0
ECA,1979,346489990.0
ECA,1980,350139462.0
ECA,1981,353859116.0
ECA,1982,357399180.0
ECA,1983,360920890.0
ECA,1984,364686101.0
ECA,1985,368464042.0
ECA,1986,372210556.0
ECA,1987,375941782.0
ECA,1988,379557335.0
ECA,1989,382800641.0
ECA,1990,385427601.0
ECA,1991,387394807.0
ECA,1992,389005125.0
ECA,1993,390255767.0
ECA,1994,390879149.0
ECA,1995,391293819.0
ECA,1996,391652704.0
ECA,1997,392007080.0
ECA,1998,392243961.0
ECA,1999,392211706.0
ECA,2000,392301484.0
ECA,2001,392050558.0
ECA,2002,391720978.0
ECA,2003,391882450.0
ECA,2004,392243981.0
ECA,2005,392658986.0
ECA,2006,393216869.0
ECA,2007,393919037.0
ECA,2008,394991819.0
ECA,2009,396743394.0
ECA,2010,398783138.0
ECA,2011,401012737.0
ECA,2012,403265869.0
ECA,2013,405778196.0
ECA,2014,408278056.0
ECA,2015,410844329.0
ECA,2016,413361214.0
ECA,2017,415710935.0
ECA,2018,417797257.0
ECS,1960,667253650.0
ECS,1961,674962981.0
ECS,1962,682921730.0
ECS,1963,690946639.0
ECS,1964,698901133.0
ECS,1965,706626086.0
ECS,1966,713395321.0
ECS,1967,719979928.0
ECS,1968,726307440.0
ECS,1969,732494115.0
ECS,1970,738123474.0
ECS,1971,743747729.0
ECS,1972,749899411.0
ECS,1973,755883707.0
ECS,1974,761661778.0
ECS,1975,767264967.0
ECS,1976,772775173.0
ECS,1977,778073497.0
ECS,1978,783310523.0
ECS,1979,788572897.0
ECS,1980,794002749.0
ECS,1981,799296289.0
ECS,1982,804063632.0
ECS,1983,808620566.0
ECS,1984,813373068.0
ECS,1985,818222369.0
ECS,1986,823200868.0
ECS,1987,828219836.0
ECS,1988,833273189.0
ECS,1989,838162533.0
ECS,1990,842570541.0
ECS,1991,846356322.0
ECS,1992,849757442.0
ECS,1993,852712876.0
ECS,1994,854685450.0
ECS,1995,856212881.0
ECS,1996,857577538.0
ECS,1997,858882872.0
ECS,1998,860015493.0
ECS,1999,861035457.0
ECS,2000,861993393.0
ECS,2001,863083216.0
ECS,2002,864648977.0
ECS,2003,866925884.0
ECS,2004,869516666.0
ECS,2005,872163396.0
ECS,2006,874862170.0
ECS,2007,878004122.0
ECS,2008,881531261.0
ECS,2009,885170595.0
ECS,2010,888627318.0
ECS,2011,890862941.0
ECS,2012,894486795.0
ECS,2013,898766094.0
ECS,2014,903129978.0
ECS,2015,907498192.0
ECS,2016,911812364.0
ECS,2017,915420161.0
ECS,2018,918793590.0
ECU,1960,4543666.0
ECU,1961,4674172.0
ECU,1962,4809201.0
ECU,1963,4948986.0
ECU,1964,5093854.0
ECU,1965,5243977.0
ECU,1966,5399422.0
ECU,1967,5560012.0
ECU,1968,5725459.0
ECU,1969,5895367.0
ECU,1970,6069376.0
ECU,1971,6247418.0
ECU,1972,6429379.0
ECU,1973,6614843.0
ECU,1974,6803280.0
ECU,1975,6994334.0
ECU,1976,7187787.0
ECU,1977,7383724.0
ECU,1978,7582353.0
ECU,1979,7784072.0
ECU,1980,7989186.0
ECU,1981,8197652.0
ECU,1982,8409397.0
ECU,1983,8624594.0
ECU,1984,8843462.0
ECU,1985,9066109.0
ECU,1986,9292474.0
ECU,1987,9522360.0
ECU,1988,9755579.0
ECU,1989,9991870.0
ECU,1990,10230934.0
ECU,1991,10472475.0
ECU,1992,10716129.0
ECU,1993,10961466.0
ECU,1994,11208001.0
ECU,1995,11455204.0
ECU,1996,11703174.0
ECU,1997,11951452.0
ECU,1998,12198449.0
ECU,1999,12442115.0
ECU,2000,12681123.0
ECU,2001,12914667.0
ECU,2002,13143465.0
ECU,2003,13369678.0
ECU,2004,13596388.0
ECU,2005,13825847.0
ECU,2006,14059384.0
ECU,2007,14296557.0
ECU,2008,14535739.0
ECU,2009,14774424.0
ECU,2010,15011117.0
ECU,2011,15243883.0
ECU,2012,15474102.0
ECU,2013,15707474.0
ECU,2014,15951838.0
ECU,2015,16212020.0
ECU,2016,16491115.0
ECU,2017,16785361.0
ECU,2018,17084357.0
EGY,1960,26632894.0
EGY,1961,27366237.0
EGY,1962,28112256.0
EGY,1963,28871383.0
EGY,1964,29644875.0
EGY,1965,30433022.0
EGY,1966,31237600.0
EGY,1967,32056510.0
EGY,1968,32881848.0
EGY,1969,33703139.0
EGY,1970,34513850.0
EGY,1971,35311910.0
EGY,1972,36102659.0
EGY,1973,36896554.0
EGY,1974,37708146.0
EGY,1975,38549142.0
EGY,1976,39422730.0
EGY,1977,40329589.0
EGY,1978,41275736.0
EGY,1979,42267435.0
EGY,1980,43309063.0
EGY,1981,44400113.0
EGY,1982,45539296.0
EGY,1983,46728286.0
EGY,1984,47968642.0
EGY,1985,49258732.0
EGY,1986,50602354.0
EGY,1987,51991700.0
EGY,1988,53399246.0
EGY,1989,54788685.0
EGY,1990,56134475.0
EGY,1991,57424549.0
EGY,1992,58666814.0
EGY,1993,59880658.0
EGY,1994,61095804.0
EGY,1995,62334034.0
EGY,1996,63601629.0
EGY,1997,64892270.0
EGY,1998,66200269.0
EGY,1999,67515591.0
EGY,2000,68831561.0
EGY,2001,70152661.0
EGY,2002,71485043.0
EGY,2003,72826097.0
EGY,2004,74172073.0
EGY,2005,75523569.0
EGY,2006,76873663.0
EGY,2007,78232126.0
EGY,2008,79636079.0
EGY,2009,81134798.0
EGY,2010,82761235.0
EGY,2011,84529250.0
EGY,2012,86422240.0
EGY,2013,88404640.0
EGY,2014,90424654.0
EGY,2015,92442547.0
EGY,2016,94447072.0
EGY,2017,96442593.0
EGY,2018,98423595.0
EMU,1960,265203934.0
EMU,1961,267621101.0
EMU,1962,270110056.0
EMU,1963,272655378.0
EMU,1964,275163387.0
EMU,1965,277650957.0
EMU,1966,279969040.0
EMU,1967,281974883.0
EMU,1968,283866409.0
EMU,1969,285778637.0
EMU,1970,287338845.0
EMU,1971,288923420.0
EMU,1972,290874595.0
EMU,1973,292728234.0
EMU,1974,294399225.0
EMU,1975,295923527.0
EMU,1976,297251524.0
EMU,1977,298441845.0
EMU,1978,299652820.0
EMU,1979,300886490.0
EMU,1980,302184230.0
EMU,1981,303343135.0
EMU,1982,304174240.0
EMU,1983,304787493.0
EMU,1984,305299134.0
EMU,1985,305877727.0
EMU,1986,306640638.0
EMU,1987,307488390.0
EMU,1988,308516473.0
EMU,1989,309837592.0
EMU,1990,311262588.0
EMU,1991,312708137.0
EMU,1992,314162058.0
EMU,1993,315449099.0
EMU,1994,316366779.0
EMU,1995,317181448.0
EMU,1996,318003015.0
EMU,1997,318761762.0
EMU,1998,319433981.0
EMU,1999,320258898.0
EMU,2000,321310791.0
EMU,2001,322547874.0
EMU,2002,324125336.0
EMU,2003,325885964.0
EMU,2004,327682505.0
EMU,2005,329380417.0
EMU,2006,330922789.0
EMU,2007,332645165.0
EMU,2008,334274725.0
EMU,2009,335360890.0
EMU,2010,336151479.0
EMU,2011,335419643.0
EMU,2012,336159194.0
EMU,2013,337302113.0
EMU,2014,338466255.0
EMU,2015,339533474.0
EMU,2016,340616924.0
EMU,2017,341164362.0
EMU,2018,341783171.0
ERI,1960,1007590.0
ERI,1961,1033328.0
ERI,1962,1060486.0
ERI,1963,1088854.0
ERI,1964,1118159.0
ERI,1965,1148189.0
ERI,1966,1178875.0
ERI,1967,1210302.0
ERI,1968,1242635.0
ERI,1969,1276123.0
ERI,1970,1310945.0
ERI,1971,1347176.0
ERI,1972,1384797.0
ERI,1973,1423761.0
ERI,1974,1463983.0
ERI,1975,1505439.0
ERI,1976,1547975.0
ERI,1977,1591620.0
ERI,1978,1636769.0
ERI,1979,1683939.0
ERI,1980,1733416.0
ERI,1981,1784561.0
ERI,1982,1836823.0
ERI,1983,1890558.0
ERI,1984,1946305.0
ERI,1985,2003937.0
ERI,1986,2064794.0
ERI,1987,2127422.0
ERI,1988,2185605.0
ERI,1989,2231141.0
ERI,1990,2258653.0
ERI,1991,2266358.0
ERI,1992,2257596.0
ERI,1993,2238626.0
ERI,1994,2218430.0
ERI,1995,2204222.0
ERI,1996,2196464.0
ERI,1997,2195179.0
ERI,1998,2206432.0
ERI,1999,2237405.0
ERI,2000,2292416.0
ERI,2001,2374722.0
ERI,2002,2481058.0
ERI,2003,2600973.0
ERI,2004,2719803.0
ERI,2005,2826659.0
ERI,2006,2918205.0
ERI,2007,2996536.0
ERI,2008,3062779.0
ERI,2009,3119920.0
ERI,2010,3170435.0
ERI,2011,3213972.0
ESP,1960,30455000.0
ESP,1961,30739250.0
ESP,1962,31023366.0
ESP,1963,31296651.0
ESP,1964,31609195.0
ESP,1965,31954292.0
ESP,1966,32283194.0
ESP,1967,32682947.0
ESP,1968,33113134.0
ESP,1969,33441054.0
ESP,1970,33814531.0
ESP,1971,34224490.0
ESP,1972,34604469.0
ESP,1973,34988947.0
ESP,1974,35373335.0
ESP,1975,35757900.0
ESP,1976,36137812.0
ESP,1977,36511638.0
ESP,1978,36864898.0
ESP,1979,37191330.0
ESP,1980,37491165.0
ESP,1981,37758631.0
ESP,1982,37986012.0
ESP,1983,38171525.0
ESP,1984,38330364.0
ESP,1985,38469512.0
ESP,1986,38584624.0
ESP,1987,38684815.0
ESP,1988,38766939.0
ESP,1989,38827764.0
ESP,1990,38867322.0
ESP,1991,38966376.0
ESP,1992,39157685.0
ESP,1993,39361262.0
ESP,1994,39549108.0
ESP,1995,39724050.0
ESP,1996,39889852.0
ESP,1997,40057389.0
ESP,1998,40223509.0
ESP,1999,40386875.0
ESP,2000,40567864.0
ESP,2001,40850412.0
ESP,2002,41431558.0
ESP,2003,42187645.0
ESP,2004,42921895.0
ESP,2005,43653155.0
ESP,2006,44397319.0
ESP,2007,45226803.0
ESP,2008,45954106.0
ESP,2009,46362946.0
ESP,2010,46576897.0
ESP,2011,46742697.0
ESP,2012,46773055.0
ESP,2013,46620045.0
ESP,2014,46480882.0
ESP,2015,46444832.0
ESP,2016,46484062.0
ESP,2017,46593236.0
ESP,2018,46796540.0
EST,1960,1211537.0
EST,1961,1225077.0
EST,1962,1241623.0
EST,1963,1258857.0
EST,1964,1277086.0
EST,1965,1294566.0
EST,1966,1308597.0
EST,1967,1318946.0
EST,1968,1331214.0
EST,1969,1345249.0
EST,1970,1360076.0
EST,1971,1376955.0
EST,1972,1392518.0
EST,1973,1405951.0
EST,1974,1418169.0
EST,1975,1429352.0
EST,1976,1439576.0
EST,1977,1450211.0
EST,1978,1460188.0
EST,1979,1468333.0
EST,1980,1477219.0
EST,1981,1487666.0
EST,1982,1498414.0
EST,1983,1508745.0
EST,1984,1518617.0
EST,1985,1528781.0
EST,1986,1540190.0
EST,1987,1552221.0
EST,1988,1561900.0
EST,1989,1568131.0
EST,1990,1569174.0
EST,1991,1561314.0
EST,1992,1533091.0
EST,1993,1494128.0
EST,1994,1462514.0
EST,1995,1436634.0
EST,1996,1415594.0
EST,1997,1399535.0
EST,1998,1386156.0
EST,1999,1390244.0
EST,2000,1396985.0
EST,2001,1388115.0
EST,2002,1379350.0
EST,2003,1370720.0
EST,2004,1362550.0
EST,2005,1354775.0
EST,2006,1346810.0
EST,2007,1340680.0
EST,2008,1337090.0
EST,2009,1334515.0
EST,2010,1331475.0
